MsgID.LOCAL_VELOCITY,1533654987.8885880,8.8800000,0.0000000,0.0200000
MsgID.LOCAL_POSITION,1533654987.9305365,37.4911499,0.0450038,-4.9899106
MsgID.LOCAL_VELOCITY,1533654987.9305365,8.8877983,-0.0036467,0.0232184
MsgID.GLOBAL_POSITION,1533654988.1379385,-122.3974485,37.7928367,4.9810000
MsgID.LOCAL_VELOCITY,1533654988.1379385,8.8900000,-0.0100000,-0.0200000
MsgID.LOCAL_POSITION,1533654988.1381898,39.6348648,0.1295525,-4.9811225
MsgID.LOCAL_VELOCITY,1533654988.1381898,8.8960524,-0.0111178,-0.0297667
MsgID.GLOBAL_POSITION,1533654988.3883443,-122.3974492,37.7928554,4.9800000
MsgID.LOCAL_VELOCITY,1533654988.3883443,8.9000000,-0.0200000,-0.0600000
MsgID.LOCAL_POSITION,1533654988.3888414,41.7156067,0.0681635,-4.9806967
MsgID.LOCAL_VELOCITY,1533654988.3888414,8.9001236,-0.0245474,-0.0666536
MsgID.GLOBAL_POSITION,1533654988.6389198,-122.3974505,37.7928749,4.9730000
MsgID.LOCAL_VELOCITY,1533654988.6389198,8.8900000,-0.0200000,-0.0700000
MsgID.LOCAL_POSITION,1533654988.6391461,43.8853302,-0.0510342,-4.9733143
MsgID.LOCAL_VELOCITY,1533654988.6391461,8.8958597,-0.0251502,-0.0773249
MsgID.STATE,1533654988.8854482,True,True
MsgID.GLOBAL_HOME,1533654988.8860104,-122.3974500,37.7924800,0.0000000
MsgID.GLOBAL_POSITION,1533654988.8897367,-122.3974502,37.7928969,4.9650000
MsgID.LOCAL_VELOCITY,1533654988.8897367,8.9000000,0.0000000,-0.1400000
MsgID.LOCAL_POSITION,1533654988.9303415,46.3236732,-0.0177879,-4.9659514
MsgID.LOCAL_VELOCITY,1533654988.9303415,8.9042692,-0.0044289,-0.1421301
MsgID.GLOBAL_POSITION,1533654989.1398733,-122.3974501,37.7929175,4.9760000
MsgID.LOCAL_VELOCITY,1533654989.1398733,8.9000000,0.0000000,-0.1600000
MsgID.LOCAL_POSITION,1533654989.1400223,48.6168671,-0.0177765,-4.9762397
MsgID.LOCAL_VELOCITY,1533654989.1400223,8.9035416,0.0032159,-0.1698254
MsgID.GLOBAL_POSITION,1533654989.3894272,-122.3974513,37.7929355,4.9850000
MsgID.LOCAL_VELOCITY,1533654989.3894272,8.8700000,0.0000000,-0.0700000
MsgID.LOCAL_POSITION,1533654989.3900695,50.6237907,-0.1174990,-4.9851189
MsgID.LOCAL_VELOCITY,1533654989.3900695,8.8737297,0.0058155,-0.0758163
MsgID.GLOBAL_POSITION,1533654989.6397676,-122.3974514,37.7929554,4.9830000
MsgID.LOCAL_VELOCITY,1533654989.6397676,8.8600000,0.0300000,-0.0200000
MsgID.LOCAL_POSITION,1533654989.6419041,52.8376236,-0.1302715,-4.9837332
MsgID.LOCAL_VELOCITY,1533654989.6419041,8.8697414,0.0317026,-0.0280061
MsgID.STATE,1533654989.8859770,True,True
MsgID.GLOBAL_HOME,1533654989.8863263,-122.3974500,37.7924800,0.0000000
MsgID.GLOBAL_POSITION,1533654989.8901362,-122.3974496,37.7929766,4.9860000
MsgID.LOCAL_VELOCITY,1533654989.8901362,8.8800000,0.0400000,-0.0300000
MsgID.LOCAL_POSITION,1533654989.9342728,55.1859894,0.0334431,-4.9865341
MsgID.LOCAL_VELOCITY,1533654989.9342728,8.8845863,0.0485294,-0.0393752
MsgID.GLOBAL_POSITION,1533654990.1403418,-122.3974504,37.7929969,4.9910000
MsgID.LOCAL_VELOCITY,1533654990.1403418,8.8700000,0.0100000,0.0200000
MsgID.LOCAL_POSITION,1533654990.1406858,57.4427681,-0.0355935,-4.9911437
MsgID.LOCAL_VELOCITY,1533654990.1406858,8.8753500,0.0184062,0.0204211
MsgID.LOCAL_POSITION,1533654990.3914483,59.7266922,-0.0680245,-4.9917521
MsgID.LOCAL_VELOCITY,1533654990.3914483,8.8837204,0.0202788,-0.0012005
MsgID.GLOBAL_POSITION,1533654990.3917682,-122.3974507,37.7930175,4.9910000
MsgID.LOCAL_VELOCITY,1533654990.3917682,8.8800000,0.0200000,0.0000000
MsgID.LOCAL_POSITION,1533654990.6407406,61.7818794,0.0104154,-4.9832096
MsgID.LOCAL_VELOCITY,1533654990.6407406,8.8792553,0.0418555,0.0324886
MsgID.GLOBAL_POSITION,1533654990.6410103,-122.3974498,37.7930360,4.9830000
MsgID.LOCAL_VELOCITY,1533654990.6410103,8.8700000,0.0400000,0.0300000
MsgID.STATE,1533654990.8851743,True,True
MsgID.GLOBAL_HOME,1533654990.8853388,-122.3974500,37.7924800,0.0000000
MsgID.LOCAL_POSITION,1533654990.8893983,64.0214844,0.0389266,-4.9879336
MsgID.LOCAL_VELOCITY,1533654990.8893983,8.8825741,0.0178956,-0.0035634
MsgID.GLOBAL_POSITION,1533654990.9300234,-122.3974495,37.7930561,4.9870000
MsgID.LOCAL_VELOCITY,1533654990.9300234,8.8800000,0.0100000,0.0000000
MsgID.LOCAL_POSITION,1533654991.1413543,66.3596191,0.1575202,-4.9927278
MsgID.LOCAL_VELOCITY,1533654991.1413543,8.0678816,-0.0395278,-0.0116905
MsgID.GLOBAL_POSITION,1533654991.1417508,-122.3974482,37.7930772,4.9920000
MsgID.LOCAL_VELOCITY,1533654991.1417508,8.0600000,-0.0300000,-0.0100000
MsgID.LOCAL_POSITION,1533654991.3905354,68.0576324,-0.0183351,-5.0036812
MsgID.LOCAL_VELOCITY,1533654991.3905354,6.1694694,-0.1007494,0.0347708
MsgID.GLOBAL_POSITION,1533654991.3913817,-122.3974502,37.7930925,5.0030000
MsgID.LOCAL_VELOCITY,1533654991.3913817,6.1600000,-0.1000000,0.0300000
MsgID.LOCAL_POSITION,1533654991.6413932,69.3204651,-0.1319893,-5.0056973
MsgID.LOCAL_VELOCITY,1533654991.6413932,4.4918494,-0.3102801,0.0684894
MsgID.GLOBAL_POSITION,1533654991.6422987,-122.3974514,37.7931038,5.0050000
MsgID.LOCAL_VELOCITY,1533654991.6422987,4.4900000,-0.3100000,0.0600000
MsgID.STATE,1533654991.8862038,True,True
MsgID.GLOBAL_HOME,1533654991.8878376,-122.3974500,37.7924800,0.0000000
MsgID.LOCAL_POSITION,1533654991.9303164,70.3252563,-0.1479278,-5.0062680
MsgID.LOCAL_VELOCITY,1533654991.9303164,3.9466922,-0.4785479,0.1430004
MsgID.GLOBAL_POSITION,1533654991.9309378,-122.3974516,37.7931129,5.0060000
MsgID.LOCAL_VELOCITY,1533654991.9309378,3.9400000,-0.4700000,0.1400000
MsgID.LOCAL_POSITION,1533654992.1407986,71.3328400,-0.3859062,-5.0047350
MsgID.LOCAL_VELOCITY,1533654992.1407986,5.2272887,-0.4069614,0.1202112
MsgID.GLOBAL_POSITION,1533654992.1410644,-122.3974543,37.7931219,5.0040000
MsgID.LOCAL_VELOCITY,1533654992.1410644,5.2200000,-0.4000000,0.1200000
MsgID.LOCAL_POSITION,1533654992.3923149,72.8124161,-0.3604656,-5.0200415
MsgID.LOCAL_VELOCITY,1533654992.3923149,6.3046041,-0.3396602,0.1395905
MsgID.GLOBAL_POSITION,1533654992.3936121,-122.3974540,37.7931353,5.0200000
MsgID.LOCAL_VELOCITY,1533654992.3936121,6.3000000,-0.3300000,0.1300000
MsgID.LOCAL_POSITION,1533654992.6411309,74.6112137,-0.4996453,-5.0127459
MsgID.LOCAL_VELOCITY,1533654992.6411309,7.1190753,-0.2937410,0.2420336
MsgID.GLOBAL_POSITION,1533654992.6413808,-122.3974556,37.7931515,5.0120000
MsgID.LOCAL_VELOCITY,1533654992.6413808,7.1100000,-0.2900000,0.2400000
MsgID.STATE,1533654992.8870337,True,True
MsgID.GLOBAL_HOME,1533654992.8881125,-122.3974500,37.7924800,0.0000000
MsgID.LOCAL_POSITION,1533654992.9300685,76.5249863,-0.5097136,-5.0063386
MsgID.LOCAL_VELOCITY,1533654992.9300685,8.0357656,-0.2491954,0.1556264
MsgID.GLOBAL_POSITION,1533654992.9303348,-122.3974557,37.7931687,5.0060000
MsgID.LOCAL_VELOCITY,1533654992.9303348,8.0300000,-0.2400000,0.1500000
MsgID.LOCAL_POSITION,1533654993.1417952,78.6113281,-0.6919000,-4.9999895
MsgID.LOCAL_VELOCITY,1533654993.1417952,8.5753794,-0.2265106,0.1589305
MsgID.GLOBAL_POSITION,1533654993.1420877,-122.3974577,37.7931875,4.9990000
MsgID.LOCAL_VELOCITY,1533654993.1420877,8.5700000,-0.2200000,0.1500000
MsgID.LOCAL_POSITION,1533654993.3916125,80.8914642,-0.5868517,-4.9940820
MsgID.LOCAL_VELOCITY,1533654993.3916125,8.7741098,-0.1950113,0.0794045
MsgID.GLOBAL_POSITION,1533654993.3919890,-122.3974566,37.7932080,4.9940000
MsgID.LOCAL_VELOCITY,1533654993.3919890,8.7700000,-0.1900000,0.0700000
MsgID.LOCAL_POSITION,1533654993.6407979,82.9433899,-0.5828349,-4.9890385
MsgID.LOCAL_VELOCITY,1533654993.6407979,8.8325472,-0.2155459,0.0087288
MsgID.GLOBAL_POSITION,1533654993.6411998,-122.3974565,37.7932264,4.9890000
MsgID.LOCAL_VELOCITY,1533654993.6411998,8.8300000,-0.2100000,0.0000000
MsgID.STATE,1533654993.8875184,True,True
MsgID.GLOBAL_HOME,1533654993.8883367,-122.3974500,37.7924800,0.0000000
MsgID.LOCAL_POSITION,1533654993.8917379,85.0810013,-0.8448871,-4.9806895
MsgID.LOCAL_VELOCITY,1533654993.8917379,8.8783674,-0.2448112,-0.0815780
MsgID.GLOBAL_POSITION,1533654993.9344287,-122.3974595,37.7932457,4.9800000
MsgID.LOCAL_VELOCITY,1533654993.9344287,8.8700000,-0.2400000,-0.0800000
MsgID.LOCAL_POSITION,1533654994.1411779,87.3641663,-0.8965671,-4.9717407
MsgID.LOCAL_VELOCITY,1533654994.1411779,8.8953695,-0.1917275,-0.1025326
MsgID.GLOBAL_POSITION,1533654994.1414618,-122.3974600,37.7932662,4.9710000
MsgID.LOCAL_VELOCITY,1533654994.1414618,8.8900000,-0.1900000,-0.1000000
MsgID.LOCAL_POSITION,1533654994.3911862,89.5892944,-0.9977774,-4.9730158
MsgID.LOCAL_VELOCITY,1533654994.3911862,8.9032764,-0.1338845,-0.1638532
MsgID.GLOBAL_POSITION,1533654994.3915470,-122.3974612,37.7932863,4.9730000
MsgID.LOCAL_VELOCITY,1533654994.3915470,8.9000000,-0.1300000,-0.1600000
MsgID.LOCAL_POSITION,1533654994.6434827,91.7798920,-0.8890805,-4.9808221
MsgID.LOCAL_VELOCITY,1533654994.6434827,8.8868227,-0.0785383,-0.1480975
MsgID.GLOBAL_POSITION,1533654994.6437817,-122.3974600,37.7933060,4.9800000
MsgID.LOCAL_VELOCITY,1533654994.6437817,8.8800000,-0.0700000,-0.1400000
MsgID.STATE,1533654994.8870182,True,True
MsgID.GLOBAL_HOME,1533654994.8874435,-122.3974500,37.7924800,0.0000000
MsgID.LOCAL_POSITION,1533654994.8913822,94.1001892,-0.8601220,-4.9855485
MsgID.LOCAL_VELOCITY,1533654994.8913822,8.2205162,-0.1299064,-0.0989277
MsgID.GLOBAL_POSITION,1533654994.9343090,-122.3974596,37.7933269,4.9850000
MsgID.LOCAL_VELOCITY,1533654994.9343090,8.2200000,-0.1200000,-0.0900000
MsgID.LOCAL_POSITION,1533654995.1419251,95.9533005,-0.9847117,-4.9962811
MsgID.LOCAL_VELOCITY,1533654995.1419251,6.3758125,-0.1676030,-0.0321918
MsgID.GLOBAL_POSITION,1533654995.1426375,-122.3974610,37.7933435,4.9960000
MsgID.LOCAL_VELOCITY,1533654995.1426375,6.3700000,-0.1600000,-0.0300000
MsgID.LOCAL_POSITION,1533654995.3960805,97.2557449,-1.1374161,-5.0019808
MsgID.LOCAL_VELOCITY,1533654995.3960805,4.7430668,-0.3540011,0.0485209
MsgID.GLOBAL_POSITION,1533654995.3986599,-122.3974627,37.7933553,5.0010000
MsgID.LOCAL_VELOCITY,1533654995.3986599,4.7400000,-0.3500000,0.0400000
MsgID.LOCAL_POSITION,1533654995.6430254,98.1355667,-1.2216346,-5.0138297
MsgID.LOCAL_VELOCITY,1533654995.6430254,3.2407038,-0.7424226,0.1042820
MsgID.GLOBAL_POSITION,1533654995.6436665,-122.3974637,37.7933632,5.0130000
